fips,opioid_presc_rate,total_population,average_household_size,percent_grad_high_school,median_household_income,perc_male,perc_foreign_born,poverty_population,f,overdose_death_rate_2
21139,6.5,9394,2.44,0.8301776016439161,42171,0.4935064935064935,0.00585480093676815,1362,30,29.05
21141,103.9,26851,2.44,0.7831780821917809,38570,0.49469293508621653,0.01109828311794719,5103,16,15.05
21143,115.8,8402,2.19,0.8764519535374868,46931,0.5460604617948107,0.013925255891454416,1002,18,17.05
21145,183.7,65408,2.33,0.8792519223250358,44067,0.4788405088062622,0.02403375733855186,10763,22,21.05
21147,120.9,18001,2.56,0.7243991853360489,19328,0.5479140047775124,0.006721848786178546,6723,24,23.05
21149,87,9500,2.5,0.8165779467680608,40770,0.4946315789473684,0.01031578947368421,1983,24,23.05
21151,83.9,85838,2.49,0.859010164339318,42390,0.4851930380484168,0.021855122439945012,16792,20,19.05
21153,157.7,12979,2.57,0.6897441651705566,28500,0.5019647122274443,0.003621234301564065,3672,NA,NA
21155,108.5,19717,2.51,0.8164254811278532,38826,0.5068722422275194,0.018866967591418572,3784,20,19.05
21157,115.5,31181,2.43,0.8612105938011231,45212,0.49199833231775764,0.009108110708444245,3287,26,25.05
21159,135.7,12631,2.57,0.7185396463205933,25795,0.5557754730425144,0.00585860185258491,3896,NA,NA
21161,102,17296,2.52,0.8318788501026694,38824,0.4897664199814986,0.005145698427382054,3087,20,19.05
21163,58.5,29098,2.73,0.8650421743205249,49884,0.5042270946456802,0.017148944944669738,4810,14,13.05
21165,43,6343,2.56,0.738898756660746,31503,0.5169478164906196,0.017184297650953806,1851,NA,NA
21167,98.2,21342,2.4,0.8460612545138424,42083,0.4937213007215819,0.022490863086870958,3862,26,25.05
21169,72.4,9985,2.51,0.7575496117342536,32294,0.4949424136204306,0.008212318477716574,2158,18,17.05
21171,120.2,10765,2.39,0.7476960064111126,31045,0.4964235949837436,0.021458430097538318,2937,28,27.05
21173,146.4,27167,2.61,0.8240941635929703,39275,0.492067581992859,0.011374093569404057,6956,22,21.05
21175,65.6,13428,2.45,0.7267074413863405,29707,0.5568215668751861,0.006627941614536789,3249,20,19.05
21177,128,31309,2.6,0.775634844101575,38961,0.5072343415631289,0.003896643137755917,6000,24,23.05
21179,92.4,44564,2.62,0.8724154294624094,49298,0.4942778924692577,0.011578852885737366,7072,14,13.05
21181,42.8,7075,2.47,0.7920589439214081,36097,0.48734982332155474,0.005371024734982332,1624,28,27.05
21183,112.3,24065,2.7,0.7832821143208359,40189,0.49819239559526285,0.015375025971327654,5208,22,21.05
21185,57.8,63037,2.98,0.9216940816959917,85452,0.5283722258356204,0.03482081951869537,3503,12,11.05
21187,51.3,10711,2.59,0.8391932406650313,41934,0.49089720847726637,0.005134908038465129,1780,26,25.05
21189,251.6,4616,2.56,0.6796205630354957,20985,0.46707105719237435,0.0025996533795493936,1710,NA,NA
21191,51.8,14514,2.67,0.8385332252836305,48353,0.49862202011850626,0.00296265674521152,2188,26,25.05
21193,209.3,28041,2.47,0.7308184470491887,32667,0.49384829357012944,0.009343461360151207,6894,NA,NA
21195,220,63434,2.38,0.7346731856792015,33183,0.4889964372418577,0.008039852445061009,14256,NA,NA
21197,149.1,12447,2.56,0.7412395709177593,29736,0.49120269944564954,0.011167349562143488,3392,NA,NA
21199,98.9,63635,2.45,0.8095957432417198,34790,0.48952620413294573,0.016641785181111025,16497,24,23.05
21201,–,2208,2.31,0.7461832061068703,31741,0.49818840579710144,0,473,24,23.05
21203,80.5,16942,2.51,0.7590524534686971,31555,0.4906740644552001,0.0022429465234328886,4105,30,29.05
21205,121.5,23608,2.44,0.8202981567158699,36860,0.4793290410030498,0.01253812267028126,5410,24,23.05
21207,125.1,17669,2.48,0.7480200420235978,30720,0.4892184051163054,0.015167808025355141,4475,NA,NA
21209,77.9,50178,2.65,0.8907857231379354,63027,0.4929052572840687,0.03218541990513771,5332,14,13.05
21211,73.8,44290,2.67,0.8618337457366415,60324,0.4814630842176564,0.06732896816437119,5566,8,7.05
21213,102.4,17704,2.56,0.8448290207171978,39679,0.4923746046091279,0.012031179394487121,3473,18,17.05
21215,44.3,17577,2.72,0.8782963147824641,63000,0.5007111566251351,0.010240655401945725,1466,16,15.05
21217,91.7,24993,2.46,0.8253144462083283,33340,0.4852558716440603,0.015684391629656305,5658,26,25.05
21219,5.5,12524,2.7,0.7738916256157635,40497,0.49944107313957203,0.02603002235707442,2277,20,19.05
21221,73.3,14250,2.35,0.8266536011758941,44083,0.4898245614035088,0.01263157894736842,2500,18,17.05
21223,36.7,8783,2.46,0.8407241322039528,47409,0.49675509507002164,0.005009677786633269,1486,22,21.05
21225,126.9,15138,2.43,0.8321678321678322,40120,0.5152596115735236,0.009380367287620558,4091,30,29.05
21227,94.6,118950,2.48,0.8733221592719314,44911,0.4874401008827238,0.08949138293400588,21047,14,13.05
21229,41.2,11910,2.56,0.8016560030109146,40976,0.49109991603694375,0.023173803526448364,2034,16,15.05
21231,128.1,20655,2.57,0.7113969323887475,28573,0.4959573953038005,0.010796417332365044,5477,20,19.05
21233,100.6,13357,2.54,0.786448087431694,38917,0.4989144268922662,0.026652691472636072,2296,20,19.05
21235,239.6,35794,2.6,0.7577764224100375,31014,0.4887131921551098,0.00709616136782701,8871,NA,NA
21237,163.9,7261,2.45,0.6742845786963434,20504,0.4897397052747555,0,3058,NA,NA
21239,60.5,25317,2.55,0.8908266880844472,58750,0.48402259351423943,0.0458585140419481,3259,24,23.05
22001,76.8,62163,2.7,0.7378648098338403,37649,0.4829721860270579,0.014510239209819345,12539,22,21.05
22003,92.8,25653,2.66,0.7938875443237463,40948,0.5763068646941878,0.03173118153822165,3501,16,15.05
22005,93.5,114738,2.84,0.8808847624249044,70551,0.49545922013631055,0.029833185169690947,13447,16,15.05
22007,33.1,23057,2.64,0.7273139158576052,49167,0.48601292449147765,0.01240404215639502,3643,12,11.05
22009,126.6,41389,2.52,0.7241515108119719,33739,0.49993959747759065,0.010920776051607916,8750,16,15.05
22011,75.2,36259,2.69,0.8385571410637318,45969,0.510576684409388,0.024628368129292037,7137,16,15.05
22013,59.4,13977,2.35,0.8203792456761826,32876,0.47900121628389497,0.0031480289046290333,3754,16,15.05
22015,95.3,123403,2.57,0.8833219028617745,52892,0.49367519428214873,0.044958388369812724,17303,14,13.05
22017,112.1,254742,2.55,0.8592734430284902,41234,0.4754967771313721,0.02134316288637131,53752,16,15.05
22019,105.6,195887,2.55,0.8582867171218602,45312,0.48786800553380266,0.02517267608366048,32864,22,21.05
22021,51.8,9990,2.48,0.7472042377869335,33294,0.5275275275275275,0.013313313313313313,2053,16,15.05
22023,–,6706,2.57,0.8288049480892423,64231,0.48792126453921864,0.026096033402922755,650,24,23.05
22025,96.5,10247,2.48,0.7485296227227084,34904,0.5350834390553333,0.012686639992192836,1890,20,19.05
22027,97.1,16639,2.51,0.7622519925385789,32072,0.572390167678346,0.007272071638920608,4058,14,13.05
22029,76.7,20449,2.33,0.7642878077373975,29654,0.5073597730940388,0.005036921120837205,5598,14,13.05
22031,64.4,26965,2.61,0.8054438261061215,41468,0.4800296680882626,0.011644724643055814,7059,14,13.05
22033,92.1,444690,2.57,0.8937718245602655,49285,0.47958353009961996,0.05154377206593357,85254,12,11.05
22035,105.8,7501,2.26,0.6877773295683743,21099,0.5695240634582056,0.005465937874950006,2903,12,11.05
22037,46.6,19855,2.43,0.8188533239535701,45520,0.5371946612943843,0.005691261646940318,3317,10,9.05
22039,192.1,33768,2.65,0.694298124018113,30009,0.5092691305377872,0.023335702440180052,8373,22,21.05
22041,123.6,20550,2.54,0.7328807556080283,30275,0.48627737226277373,0.0021897810218978104,5847,12,11.05
22043,43.2,22362,2.63,0.7846804150121686,39914,0.5600125212413917,0.032555227618281016,3460,16,15.05
22045,93.1,73938,2.77,0.7752150446955641,45261,0.48712434742622196,0.03768021856149747,14277,12,11.05
22047,80.7,33229,2.61,0.7630115999124535,45117,0.5100665081705739,0.006500346083240543,5612,12,11.05
22049,77.7,16109,2.49,0.7898265689254426,38029,0.5144950027934695,0.009373642063442796,3981,14,13.05
22051,106.5,435092,2.57,0.8449829695307012,47947,0.4854513528173352,0.12109163119524147,72319,30,29.05
22053,103.7,31434,2.65,0.7877159866414984,39063,0.49468728128777756,0.007221479926194567,6462,20,19.05
22055,97.1,231811,2.55,0.8625158678993228,51869,0.48815198588505293,0.042444060031663726,36346,18,17.05
22057,96.3,97474,2.68,0.7445152706006127,51030,0.4912899850216468,0.032500974618872726,14117,16,15.05
22059,119.3,14899,2.46,0.7805550088565243,37310,0.5169474461373247,0.02792133700248339,2857,22,21.05
22061,98.4,47349,2.56,0.8666038180532643,33467,0.4858603138397854,0.04135251008469028,14146,10,9.05
22063,105.2,133949,2.79,0.8420197691297435,58251,0.49125413403608836,0.01910428595958163,19086,28,27.05
22065,1.8,11873,2.55,0.7572121521572632,23854,0.49869451697127937,0.005137707403352143,3962,12,11.05
22067,118.4,27012,2.5,0.791334219858156,28003,0.4777136087664742,0.0051828816822153114,7432,14,13.05
22069,76.6,39330,2.66,0.8270756890519669,31345,0.477116704805492,0.013424866514111365,11208,12,11.05
22071,64.8,376738,2.38,0.8515700511107502,36792,0.47827137161634875,0.0591020815526971,98823,16,15.05
22073,110.9,155769,2.55,0.8444100822670951,37754,0.47862540043269197,0.016139283169308398,36312,14,13.05
22075,47.6,23599,2.7,0.8007931262392598,50314,0.49476672740370353,0.05652781897538031,3775,22,21.05
22077,95,22498,2.56,0.8042916235780765,43825,0.4781313894568406,0.015290248022046404,4368,14,13.05
22079,144,132225,2.68,0.835419049930091,40734,0.482979769332577,0.028731329173756853,26645,12,11.05
22081,118,8838,2.54,0.7722481423881112,38000,0.48710115410726407,0.006449422946367957,1937,14,13.05
22083,139.3,20777,2.59,0.7881583726843443,36421,0.484285508013669,0.0029359387784569477,4154,6,5.05
22085,66.9,24248,2.6,0.8241805283757339,38828,0.4973193665456945,0.015217749917518971,4626,14,13.05
22087,147.5,42858,2.92,0.8149994501667828,42753,0.496943394465444,0.05308227168789958,8209,NA,NA
22089,74,52639,2.83,0.8734618063617368,59990,0.488212162085146,0.036930792758221094,6152,20,19.05
22091,73.1,10818,2.59,0.7980676328502415,35437,0.4856720281013126,0.008689221667591052,2854,24,23.05
22093,84,21650,2.69,0.8415561083471531,51107,0.48157043879907624,0.007113163972286374,3841,10,9.05
22095,93.2,44161,2.83,0.8265309678993412,50921,0.48610765154774577,0.03156631416861031,7893,16,15.05
22097,145.5,83613,2.68,0.7614788090677478,32625,0.4799373303194479,0.009783167689234928,22970,22,21.05
22099,74.8,53126,2.77,0.7835057438418015,42794,0.49196250423521437,0.017562022361932012,9388,12,11.05
22101,107.6,53441,2.58,0.7522244261830547,40781,0.492973559626504,0.047042532886734906,11746,18,17.05
22103,102.6,242960,2.7,0.8847502912810877,62137,0.4855531774777741,0.03477938755350675,27482,30,29.05
22105,129.5,125486,2.68,0.817159266179292,41302,0.48523341249223023,0.021181645761280142,26962,22,21.05
22107,44.6,4893,2.48,0.7937031484257872,22940,0.4827304312282853,0.004496219088493766,1685,20,19.05
22109,97.5,112742,2.78,0.7707392098433145,47826,0.4942701034219723,0.03505348494793422,21627,20,19.05
22111,86.2,22533,2.6,0.8359713159764842,34992,0.49314338969511384,0.020414503173123863,6166,12,11.05
22113,66.1,59110,2.69,0.762279949033986,45374,0.48254102520724074,0.027085095584503466,10379,12,11.05
22115,78.2,52476,2.82,0.8746710315167854,46312,0.5228104276240567,0.03973244911959753,7403,10,9.05
22117,136.9,46556,2.54,0.7685315131411075,30705,0.49127931952916915,0.015443766646619126,11811,26,25.05
22119,114.7,40617,2.51,0.8018534544930045,33681,0.48556023339980797,0.008100056626535687,9327,18,17.05
22121,101.1,24669,2.61,0.8485182463874602,53703,0.4928858080992339,0.015566095099112246,4662,18,17.05
22123,50.7,11454,2.48,0.7500644496004125,31926,0.5032303125545661,0.009429020429544265,2746,14,13.05
22125,45.2,15415,3.04,0.785779150018162,56685,0.663509568602011,0.005514109633473889,1914,12,11.05
22127,111.5,14855,2.36,0.784164964497617,31087,0.5285089195557051,0.0024234264557388085,3466,22,21.05
25001,60.8,214766,2.24,0.9509479623976942,63251,0.4760716314500433,0.06787852825866292,18392,26,25.05
25003,58.3,129288,2.22,0.9071568185235303,49956,0.4825892580904647,0.055620011137924634,16038,20,19.05
25005,72.5,552763,2.53,0.8281372214493818,56842,0.48420389932032354,0.12312871881801062,68016,28,27.05
25007,55.4,17048,2.79,0.9321277595115077,64222,0.4952487095260441,0.09678554669169404,1970,18,17.05
25009,46.9,763849,2.59,0.8929590229129065,69068,0.48149699744321195,0.15371755412391716,85417,22,21.05
25011,51.5,71144,2.3,0.921577255682253,55221,0.48857247273136173,0.04864781288653997,8210,14,13.05
25013,66.7,468041,2.57,0.8482022895475356,50461,0.48203255697684605,0.08879350313327251,79308,22,21.05
25015,56.7,160759,2.36,0.9390943650057583,61368,0.46831592632449814,0.07919307783701068,20317,16,15.05
25017,33.8,1556116,2.56,0.9242445227437249,85118,0.4874585185166144,0.1983855959324369,124958,16,15.05
25019,36.7,10556,2.62,0.9478797426808455,84057,0.5294619173929519,0.1632247063281546,1205,14,13.05
25021,42.3,687721,2.58,0.9386674520173696,88262,0.47901838100043476,0.15990205330359258,44199,18,17.05
25023,53.5,503681,2.71,0.9229673178007212,75459,0.4870880577190722,0.082852043257538,40309,22,21.05
25025,32.2,758919,2.39,0.842916754659721,55044,0.4832755537811018,0.28385769759355084,148278,26,25.05
25027,51.7,810935,2.6,0.897800611335745,65313,0.49301978580280786,0.11581816051841393,92288,20,19.05
24001,127.2,73549,2.33,0.88347063773164,40551,0.5207412745244667,0.02326340262953949,11927,22,21.05
24003,69.8,555280,2.66,0.915894415761049,89860,0.49488546318974214,0.08109962541420544,31573,20,19.05
24005,71.4,822959,2.56,0.9060473365240294,67095,0.47319246766849865,0.11518435304796472,75464,26,25.05
24009,90.1,90114,2.87,0.9327130752616714,95828,0.4937634551789955,0.027598375391171184,5207,18,17.05
24011,46.4,32661,2.7,0.8278766904967898,52465,0.4848290009491442,0.04007838094363308,5086,18,17.05
24013,72.4,167444,2.73,0.9207443868284594,85385,0.4942189627576981,0.03644203435178328,9205,22,21.05
24015,74,101960,2.73,0.8789180658454254,66396,0.496704590035308,0.029619458611220086,10179,30,29.05
24017,78.5,152754,2.84,0.9230953545720476,90607,0.4826780313445147,0.05734056063998324,11905,14,13.05
24019,69.5,32534,2.41,0.8497575337720817,47093,0.4777156205815455,0.03974303805249892,5275,18,17.05
24021,67.4,241373,2.68,0.9244852673024978,83700,0.4931703214526894,0.09696610639963874,16204,14,13.05
24023,96.7,29813,2.47,0.8842322871640669,45432,0.4952537483648073,0.01546305303055714,3615,12,11.05
24025,72.9,248966,2.69,0.9290612591169921,80465,0.48921539487319554,0.053597680004498605,19854,22,21.05
24027,35.5,304115,2.78,0.9517223152145186,110238,0.4904624895187676,0.1913782615129145,15759,12,11.05
24029,117.1,19923,2.39,0.8701514059120403,58147,0.47091301510816647,0.03779551272398735,2051,18,17.05
24031,34.7,1017859,2.76,0.9117772099714426,99435,0.48149399867761644,0.32554116041612835,67820,8,7.05
24033,38.7,892816,2.86,0.8560082183341965,74260,0.481177532660705,0.21226434114083978,84018,10,9.05
24035,67.4,48600,2.75,0.9137280339662696,85963,0.494320987654321,0.035617283950617286,3588,18,17.05
24037,66.8,109614,2.79,0.9059416334243124,86987,0.4986771762731038,0.04407283741127958,8384,14,13.05
24039,49.3,25980,2.26,0.8051103093393269,35154,0.5446497305619707,0.05103926096997691,4681,20,19.05
24041,104.1,37799,2.3,0.8849252830724452,58228,0.4712029418767692,0.057514749067435644,4202,16,15.05
24043,113.1,149270,2.5,0.8668893083587436,56228,0.5095330608963623,0.05027132042607356,18094,18,17.05
24045,77.4,101182,2.62,0.8786309354113212,52278,0.4763594315194402,0.08301871874444071,15493,16,15.05
24047,76.5,51519,2.45,0.8916083005702086,56773,0.48560725169354996,0.04641006230711,5567,24,23.05
24510,54.6,622454,2.47,0.8253910452308191,42241,0.4713055101260495,0.07696793658647869,141654,NA,NA
23001,71.9,107393,2.34,0.8862905622652725,47537,0.48976190254485863,0.02862383954261451,16332,14,13.05
23003,74.6,70005,2.24,0.866119257086999,36923,0.49413613313334764,0.045968145132490534,12608,12,11.05
23005,53.4,286119,2.37,0.9439608777922492,60051,0.48593766929144866,0.06097462943740192,32339,20,19.05
23007,60.7,30402,2.48,0.9224061552809513,42811,0.4913163607657391,0.022926123281363068,4318,14,13.05
23009,65.5,54658,2.18,0.9370559121869947,47030,0.4884188956785832,0.029510776098649785,7196,16,15.05
23011,101.7,121112,2.28,0.9147215989266465,46917,0.4851624942202259,0.024093401149349363,16256,18,17.05
23013,61.9,39723,2.27,0.9303810227807271,50693,0.49548120736097473,0.02829594944994084,4304,22,21.05
23015,45.4,34156,2.25,0.9268621633077724,50462,0.4881426396533552,0.030770582035367137,4073,16,15.05
23017,72.8,57421,2.6,0.9108257407274554,40630,0.4953936713049233,0.018686543250727085,9911,14,13.05
23019,71.2,153437,2.36,0.90754432289702,44271,0.493453339155484,0.02640171536200525,24933,20,19.05
23021,77.9,17156,2.24,0.8863636363636364,37495,0.49848449522033106,0.015504779668920493,3520,18,17.05
23023,61.5,35092,2.26,0.9364739749474831,53298,0.48142026672745925,0.02388008662943121,4200,12,11.05
23025,76.8,51577,2.34,0.8789472279315591,40066,0.49244818426818154,0.015607732128662,8907,16,15.05
23027,46,38976,2.26,0.921600566572238,44082,0.4914562807881773,0.024707512315270935,6243,16,15.05
23029,64.3,32191,2.18,0.877178845582934,38083,0.4931191948060017,0.03479233326084931,5946,24,23.05
23031,63.8,199682,2.4,0.9230442916055273,57919,0.4861479752806963,0.03158021253793532,19192,18,17.05
26001,28.2,10550,2.08,0.8852687921805911,38033,0.5033175355450237,0.016398104265402842,1575,26,25.05
26003,73.5,9476,2.43,0.88785811732605735,39300,0.5506542845082313,0.008020261713803293,1213,22,21.05
26005,52.9,112837,2.67,0.8986310429204418,54264,0.4981078901424178,0.0327109015659757,14185,14,13.05
26007,118.8,29068,2.24,0.8973439637684578,38829,0.4911242603550296,0.013107196917572589,4898,18,17.05
26009,50.7,23267,2.38,0.9007342313696016,46845,0.4980014612971161,0.019211759143851807,3316,18,17.05
26011,109.3,15424,2.36,0.8510116492949111,38307,0.5065482365145229,0.007780082987551867,3013,18,17.05
26013,83.9,8690,2.14,0.8242074927953891,39803,0.6058688147295742,0.015650172612197928,992,16,15.05
26015,63.7,59147,2.56,0.9133434457112101,55064,0.5026966710061372,0.01386376316634825,6377,14,13.05
26017,101.6,106698,2.42,0.8932555071362891,45583,0.4921648015895331,0.013899042156366568,15804,18,17.05
26019,71.8,17437,2.37,0.9140051040136107,47388,0.4993978321959053,0.014050582095543959,1989,18,17.05
26021,97.4,155565,2.46,0.8867288774908509,44993,0.4887088998167968,0.06135698903995115,26719,18,17.05
26023,76.8,43706,2.58,0.8803298471440064,44373,0.5156957854756784,0.02541985082139752,7310,14,13.05
26025,120.4,134790,2.48,0.9004624532041401,42520,0.4885006306105794,0.03276207433785889,22931,28,27.05
26027,39.5,51952,2.56,0.8812902161359512,46570,0.5035224822913459,0.014840622112719434,7576,14,13.05
26029,80.7,26134,2.39,0.9221294142524846,46554,0.4937246498813806,0.017907706436060305,3181,14,13.05
26031,121.5,25690,2.26,0.8908854166666667,40219,0.4978980147917478,0.01156091864538731,4595,18,17.05
