fips,median_household_income
45019,53437
45021,35389
45023,31914
45025,32083
45027,33162
45029,32804
45031,35409
45033,28938
45035,54901
45037,46637
45039,36004
45041,42080
45043,42835
45045,50540
45047,37060
45049,31410
45051,43299
45053,37141
45055,43622
45057,44016
45059,38515
45061,30954
45063,53857
45065,38712
45067,29874
45069,30767
45071,40127
45073,41237
45075,34218
45077,41459
45079,49131
45081,38827
45083,43907
45085,41332
45087,34033
45089,28297
45091,54117
46003,48750
46005,46267
46007,42171
46009,45254
46011,50082
46013,53100
46015,49531
46017,31163
46019,41920
46021,45170
46023,43109
46025,49600
46027,36608
46029,48912
46031,31676
46033,52218
46035,49991
46037,39216
46039,53152
46041,37206
46043,52500
46045,56000
46047,45997
46049,43679
46051,51272
46053,37540
46055,41518
46057,58602
46059,47163
46061,60741
46063,52396
46065,59177
46067,45075
46069,51776
46071,45074
46073,53125
46075,35972
46077,53828
46079,54535
46081,45548
46083,76094
46085,43030
46087,56954
46089,36375
46091,51788
46093,52473
46095,30938
46097,44938
46099,53525
46101,52446
46102,26369
46103,50890
46105,39773
46107,46081
46109,48614
46111,50541
46115,48217
46117,56829
46119,60417
46121,31128
46123,37153
46125,53378
46127,64471
46129,43221
46135,48176
46137,35119
47105,51107
47107,38535
47109,32557
47111,33509
47113,42544
47115,41348
47117,42661
47119,47692
47121,34424
47123,35291
47125,50344
47127,49427
47129,39049
47131,40281
47133,35287
47135,31425
47137,36773
47139,38925
47141,35343
47143,36146
47145,40854
47147,53151
47149,56219
47151,30246
47153,45408
47155,42258
47157,46224
47159,43914
47161,42023
47163,40346
47165,57382
47167,53669
47169,41029
47171,33210
47173,37351
47175,40439
47177,35376
47179,42817
47181,30701
47183,37037
47185,34901
47187,96565
47189,61070
47001,42880
47003,41984
47005,33240
47007,37013
47009,48286
47011,42114
47013,32028
47015,41533
47017,35508
47019,33213
47021,51857
47023,40167
47025,34899
47027,28804
47029,31187
47031,41590
47033,35464
47035,38576
47037,48368
47039,37263
47041,38319
47043,44680
47045,42468
47047,54890
47049,30259
47051,42773
47053,38457
47055,41093
47057,35391
47059,35196
47061,27373
47063,37617
47065,48248
47067,26898
47069,31801
47071,35290
47073,36927
47075,34182
47077,38745
47079,38234
47081,36334
47083,39401
47085,41949
47087,31534
47089,42417
47091,30763
47093,48701
47095,30086
47097,30281
47099,37814
47101,36621
47103,40389
48001,41327
48003,70423
48005,44223
48007,41690
48009,60275
48011,59737
48013,52192
48015,53687
48017,37397
48019,49863
48021,54821
48023,36373
48025,42302
48027,50550
48029,51150
48031,55504
48033,73750
48035,44674
48037,42670
48039,69749
48041,39808
48043,38395
48045,38603
48047,22741
48049,41962
48051,51821
48053,49732
48055,47233
48057,51078
48059,40981
48061,33266
48063,37851
48065,66023
48067,37352
48069,39459
48071,70544
48073,39595
48075,36633
48077,48297
48079,39113
48081,42467
48083,35156
48085,84735
48087,39743
48089,46618
48091,65833
48093,37470
48095,48368
48097,52406
48099,49340
48101,34955
48103,58333
48105,53678
48107,37434
48109,35000
48111,41345
48113,50270
48115,41095
48117,43373
48119,42432
48121,75050
48123,49736
48125,39700
48127,36825
48129,36681
48131,33939
48133,34888
48135,57150
48137,41813
48139,62465
48141,41637
48143,41416
48145,36079
48147,44071
48149,47808
48151,41406
48153,41026
48155,36477
48157,89152
48159,41537
48161,44301
48163,36404
48165,57635
48167,62313
48169,48508
48171,54859
48173,67303
48175,51226
48177,42983
48179,43288
48181,47952
48183,47639
48185,46195
48187,62420
48189,43375
48191,30950
48193,42432
48195,44219
48197,37174
48199,52614
48201,54457
48203,45974
48205,63004
48207,39850
48209,58583
48211,62813
48213,41607
48215,34782
48217,41382
48219,50665
48221,56100
48223,44396
48225,32698
48227,49575
48229,26384
48231,45197
48233,49353
48235,58500
48237,50324
48239,54926
48241,40820
48243,50165
48245,43540
48247,35521
48249,42986
48251,58135
48253,43897
48255,45502
48257,60391
48259,73240
48261,36438
48263,47024
48265,43810
48267,40125
48269,63250
48271,38281
48273,38247
48275,40493
48277,40748
48279,39851
48281,49630
48283,37292
48285,48677
48287,53902
48289,49802
48291,48729
48293,37554
48295,63125
48297,50400
48299,48259
48301,NA
48303,46075
48305,39526
48307,40561
48309,42687
48311,46250
48313,39390
48315,34175
48317,55682
48319,37654
48321,40797
48323,33747
48325,57338
48327,34464
48329,68806
48331,38929
48333,43920
48335,49870
48337,46172
48339,68838
48341,49802
48343,39453
48345,31683
48347,39538
48349,41505
48351,38144
48353,37102
48355,50337
48357,51517
48359,50893
48361,49763
48363,39516
48365,50119
48367,67288
48369,45326
48371,50305
48373,39662
48375,38159
48377,32132
48379,48448
48381,60972
48383,52181
48385,36523
48387,31563
48389,43540
48391,44240
48393,63889
48395,46501
48397,87524
48399,41526
48401,46173
48403,31307
48405,28275
48407,43029
48409,52261
48411,39040
48413,55543
48415,56842
48417,48750
48419,37756
48421,51987
48423,46929
48425,51912
48427,26172
48429,43951
48431,53456
48433,42155
48435,51667
48437,37040
48439,58711
48441,45396
48443,31111
48445,37475
48447,41042
48449,44178
48451,46711
48453,61451
48455,34295
48457,41360
48459,46673
48461,46131
48463,38568
48465,42174
48467,44002
48469,51758
48471,37666
48473,51348
48475,51345
48477,51269
48479,38862
48481,45176
48483,52221
48485,45543
48487,41630
48489,26495
48491,73750
48493,68100
48495,55756
48497,56897
48499,45686
48501,56153
48503,44693
48505,32162
48507,26672
49047,66815
49049,62180
49051,66486
49053,50774
49055,40645
49057,56581
49001,50282
49003,55038
49005,50497
49007,46900
49009,56750
49011,71112
49013,61133
49015,49787
49017,42614
49019,41312
49021,43855
49023,54761
49025,50194
49027,51593
49029,74314
49031,35980
49033,50781
49035,62117
49037,41484
49039,50323
49041,46291
49043,91773
49045,63552
50001,59688
50003,49573
50005,45323
50007,65350
50009,36599
50011,58199
50013,62608
50015,50939
50017,53869
50019,42831
50021,49372
50023,58788
50025,51045
50027,52965
51001,39412
51003,68449
51005,45007
51007,56850
51009,47558
51011,48823
51013,105763
51015,54558
51017,43646
51019,56316
51021,45294
51023,60454
51025,36919
51027,29679
51029,40331
51031,47699
51033,59227
51035,35000
51036,49563
51037,35079
51041,72609
51043,71295
51045,44330
51047,66697
51049,39301
51051,33624
51053,51397
51057,42760
51059,112552
51061,91609
51063,48005
51065,63938
51067,46870
51069,69098
51071,46390
51073,61121
51075,79330
51077,29942
51079,61550
51081,38012
51083,35240
51085,78645
51087,61934
51089,35293
51091,43914
51093,65741
51095,75710
51097,48292
51099,81688
51101,62031
51103,50374
51105,31086
51107,123453
51109,57829
51111,39506
51113,47736
51115,63845
51117,37356
51119,54654
51121,46663
51125,47118
51127,73041
51131,35055
51133,51885
51135,36284
51137,65166
51139,43895
51141,33982
51143,41824
51145,77896
51147,41697
51149,61857
51153,98657
51155,47495
51157,57210
51159,47288
51161,60519
51163,48901
51165,53744
51167,35045
51169,37240
51171,49406
51173,37983
51175,48962
51177,78125
51179,97144
51181,53673
51183,39194
51185,37664
51187,61454
51191,43310
51193,47911
51195,37407
51197,41360
51199,81749
51510,89134
51520,35368
51530,29097
51540,49775
51550,68620
51570,50304
51580,34746
51590,32315
51595,28601
51600,105297
51610,120522
51620,32399
51630,51762
51640,30604
51650,49190
51660,38750
51670,39064
51678,34017
51680,39589
51683,72890
51685,73528
51690,29587
51700,50077
51710,44480
51720,27731
51730,31798
51735,83735
51740,45676
51750,29912
51760,40758
51770,39930
51775,50068
51790,40842
51800,65499
51810,66634
51820,45643
51830,48639
51840,45363
53001,46564
53003,44394
53005,60251
53007,51837
53009,47253
53011,60756
53013,38581
53015,47452
53017,53636
53019,38125
53021,56980
53023,45855
53025,48714
53027,43538
53029,58815
53031,49279
53033,75302
53035,62941
53037,46458
53039,48319
53041,44100
53043,46069
53045,50406
53047,40730
53049,37684
53051,40599
53053,59953
53055,55960
53057,54129
53059,52374
53061,70722
53063,50079
53065,41978
53067,61677
53069,44485
53071,47946
53073,53145
53075,36631
53077,44749
54001,37066
54003,55239
54005,39958
54007,32750
54009,46215
54011,38344
54013,35568
54015,31325
54017,39974
54019,36293
54021,37536
54023,39088
54025,39746
54027,27995
54029,39959
54031,40303
54033,43987
54035,41314
54037,66677
54039,45882
54041,37849
54043,35800
54045,36763
54047,24921
54049,43165
54051,45182
54053,36448
54055,36195
54057,31790
54059,33221
54061,45467
54063,36918
54065,39324
54067,39171
54069,40569
54071,36953
54073,44288
54075,36827
54077,45064
54079,56774
54081,41032
54083,39457
54085,37636
54087,31813
54089,36651
54091,43970
54093,40533
54095,38854
54097,40330
54099,36318
54101,29086
54103,39096
54105,39352
54107,41884
54109,33730
55001,43640
55003,39381
55005,45714
55007,46665
55009,53527
55011,50196
55013,41135
55015,67427
55017,52109
55019,45048
55021,59769
55023,44459
55025,62865
55027,53783
55029,51928
55031,47095
55033,49788
55035,49513
55037,48643
55039,55473
55041,40636
55043,49067
55045,56219
55047,46780
55049,55188
55051,42543
55053,47851
55055,56877
55057,44961
55059,54918
55061,56863
55063,50539
55065,51445
55067,41775
55069,49721
55071,48398
55073,54083
55075,43425
55077,46242
55078,35343
55079,43873
55081,50694
55083,52765
55085,46516
55087,58765
55089,76433
55091,49516
55093,61611
55095,50714
55097,51613
55099,43137
55101,55584
55103,44810
55105,50324
55107,39194
55109,70886
55111,51055
55113,41665
55115,47861
55117,53713
55119,45420
55121,51077
55123,47675
55125,41061
55127,53445
55129,42368
55131,69237
55133,76545
55135,51994
55137,45166
55139,52018
55141,48961
56001,42834
56003,51679
56005,80060
56007,56825
56009,62307
56011,60445
56013,52773
56015,42689
56017,45278
56019,54065
56021,60706
56023,66647
56025,56871
56027,40398
56029,56363
56031,38500
56033,55455
56035,81772
56037,69022
56039,75325
56041,56569
56043,47652
56045,57738
11001,70848
