fips,opioid_presc_rate,total_population,average_household_size,percent_with_healthcare,median_household_income,median_age,perc_foreign_born,percent_grad_high_school,perc_male,poverty_population
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39001,83.9,28229,2.56,0.9971264367816092,35560,41,0.004711466931170073,0.7797133291483574,0.49442063126571967,6832
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
39003,89.8,105196,2.53,1,44103,38.1,0.012443438914027148,0.8933143054834803,0.5036027985854975,17713
