fips,opioid_presc_rate,total_population,average_household_size,percent_with_healthcare,median_household_income,median_age,perc_foreign_born,percent_grad_high_school,perc_male,poverty_population,opioid_death_rate
13235,88.7,11590,2.55,1,38750,41.3,0.02251941328731665,0.8086062182291051,0.41984469370146676,1929,NA
13237,67.9,21247,2.49,1,44299,45.6,0.06899797618487316,0.8448407643312101,0.49724667011813434,3446,102.435
13241,134,16266,2.34,0.9928710304601426,35211,47.8,0.06848641337759745,0.8612563272757447,0.49065535472765276,3458,223.443
13243,138.3,7315,2.54,1,28377,39.2,0.02706766917293233,0.7292470062918611,0.5101845522898154,2145,NA
13245,86.8,201291,2.68,0.9959995789030425,37424,33.3,0.036206288408324266,0.8325896148443623,0.4841051015693697,48498,126.459
13247,79.3,86901,2.91,0.9933598937583001,50455,37.5,0.10042462112058549,0.8611358376357486,0.4734928251688703,14155,82.816
13251,58.1,14206,2.61,0.9954441913439636,34466,40,0.008517527805152752,0.8099138389533028,0.4894410812332817,3482,156.651
13253,178.8,8769,2.62,0.9766423357664233,34905,45.1,0.014026684912760863,0.8263296126066974,0.46903865891207663,1595,NA
13255,136.7,63873,2.76,0.9928649835345774,40246,38.2,0.032220186933446054,0.7894377150398265,0.48352198894681636,14238,109.558
13257,163.7,25620,2.7,1,40315,41.2,0.023809523809523808,0.8003729169094511,0.4821233411397346,4707,151.45
13259,61.9,5868,2.48,1,21118,38,0.25835037491479207,0.6103131622321639,0.6073619631901841,1645,NA
13261,105.7,31429,2.58,0.9942096120440069,32758,34.6,0.02946323459225556,0.7653534478365017,0.47389353781539345,9741,88.848
13263,NA,6490,2.43,1,34078,47.5,0.008628659476117103,0.7798982188295165,0.48382126348228044,1291,324.097
13267,54.1,25302,2.46,0.9913127413127413,33980,36.2,0.04276341791162754,0.7364443172058402,0.5742233815508655,5646,163.399
13271,58.6,16416,2.37,1,26449,40.3,0.12286793372319688,0.7357415995443821,0.5788255360623782,3565,NA
13275,107.4,44824,2.53,0.998272884283247,36641,39.4,0.02623594502944851,0.8108956357990023,0.47383098340174906,10335,152.493
13277,149.2,40787,2.76,1,37653,35.1,0.05989653566087234,0.7963760175328741,0.4822860225071714,11372,85.725
13279,152.8,27210,2.5,1,33679,34.9,0.05505328923190004,0.7924484994548688,0.4683204704152885,6674,143.403
13281,111,10800,2.34,1,37000,52.4,0.03342592592592593,0.8853995188046093,0.48268518518518516,1862,210.693
13285,98.9,68867,2.73,1,41489,36.1,0.04226988252719009,0.8402072397573114,0.4819289354843394,14388,78.566
13287,84.2,8338,2.63,1,31806,38,0.04257615735188294,0.7411379749136521,0.5137922763252578,2027,NA
13289,1.3,8509,2.79,0.9908759124087592,30468,45.6,0.0015277941003643202,0.6837663412212477,0.4912445645786814,2324,NA
13291,128.6,21725,2.54,1,40799,53.3,0.023613348676639816,0.8778962415867533,0.490126582278481,2860,157.013
13293,138.4,26528,2.55,0.9953515398024404,35774,41.5,0.012175814234016888,0.7662582469368521,0.47877714113389624,6137,220.239
13295,54.8,68285,2.59,0.9960511033681766,41632,40.4,0.01156915867320788,0.7999957639683145,0.49439847697151645,11818,169.377
13297,111,86201,2.88,0.9727891156462585,54453,38.5,0.04118281690467628,0.8527652818205874,0.4878713704017355,11801,126.408
13299,221.3,35723,2.39,1,34909,37.9,0.0352434006102511,0.8131158539142103,0.49690675475184054,9686,190.274
13301,0.2,5561,2.58,1,29176,44.3,0.019960438770005393,0.7107804750717828,0.46052868189174606,1485,NA
13303,95.6,20785,2.64,0.9949622166246851,37932,40,0.01578061101756074,0.7797089162074325,0.5035843156122204,4961,127.096
13305,144,30046,2.77,1,38955,37.3,0.030819410237635625,0.8206197854588796,0.5132463555880983,5633,199.309
13311,100.9,27791,2.42,0.9976053639846744,40888,43.9,0.024612284552552984,0.8529821843532146,0.48674031161167286,5195,145.409
13313,93.4,103456,2.96,0.9730601403908177,40596,34.8,0.1827056913083823,0.6855427053095579,0.49732253325085063,19270,151.068
13315,3.5,8972,2.52,0.9767441860465116,32043,39.4,0.02218011591618368,0.7773449672795263,0.5853767275969683,1599,NA
13317,138,9991,2.45,1,32727,44.4,0.032429186267640873,0.7970458741656015,0.4733259933940546,2795,214.176
13321,95.4,21156,2.65,1,37974,40.4,0.019096237474002648,0.7462603103592899,0.4825108716203441,4445,110.854
15001,66.4,191482,2.9,0.992307075887491,52108,41.1,0.11178596421595764,0.9125924813159575,0.5010340397530838,36756,129
15003,33.6,984178,3.06,0.9947029944589589,74460,36.9,0.19068603443686,0.908618907053059,0.5061371012154305,92404,103.062
15007,55.1,69691,3.07,0.9944551076988697,65101,41.6,0.16468410555164942,0.9162224536895207,0.5018008064168974,7384,140.221
15009,56.8,160863,2.96,0.9926357441195868,66476,40,0.1787483759472346,0.9149023163209073,0.5022286044646687,17388,82.232
19001,51.9,7426,2.25,1,46526,45.9,0.011176945865876649,0.9250515270751358,0.4938055480743334,764,NA
19005,44.5,14060,2.26,1,45890,45.1,0.04359886201991465,0.8842667203867849,0.5098862019914652,1491,187.266
19007,117.1,12669,2.28,1,41394,44.7,0.007972215644486542,0.8864948911594847,0.4974346830846949,1719,248.756
19009,47.4,5869,2.15,1,46979,47.8,0.005281990117566877,0.9000235238767349,0.48696541148406886,552,NA
19011,12.9,25803,2.51,0.9972870320130223,60606,41.4,0.006782157113513932,0.9270749856897539,0.4994768050226718,2440,233.472
19013,72.9,132496,2.42,0.9967797584818862,48369,34.7,0.04691462383770076,0.9045726603803124,0.48836946021011957,19887,186.601
19015,61.1,26401,2.37,1,52985,41.3,0.00829514033559335,0.9393459627668286,0.5016476648611795,2588,241.218
19017,48.5,24539,2.45,1,62163,38.6,0.013896246790822771,0.9468065297002048,0.4932148824320469,1894,169.368
19019,37.8,20998,2.5,0.998638529611981,56150,38.4,0.012144013715591961,0.9229776247848537,0.4965234784265168,1970,204.84
19021,42.2,20507,2.55,0.9787234042553191,48195,35.9,0.1816452918515629,0.7891240537617797,0.5128005071439021,2452,NA
19023,17.1,14966,2.37,1,52360,43.5,0.005746358412401443,0.9222753346080306,0.49639182146198046,1322,189.304
19025,68,9914,2.19,0.9933460076045627,44921,46,0.005749445228969134,0.9236619718309859,0.5108936856969941,1384,274.223
19027,99.3,20629,2.36,1,50559,42.3,0.009210334965340055,0.923431407302375,0.48795385137427894,2047,176.151
19029,100.2,13590,2.18,1,43750,44.7,0.012067696835908756,0.9183503436784003,0.49013980868285506,1855,357.224
19031,19.8,18375,2.37,1,59047,42.1,0.009687074829931972,0.926073070031939,0.4905034013605442,1393,243.85
19033,97.8,43481,2.17,1,46122,44.2,0.019065798854672154,0.9358089498072,0.4895011614268301,5665,188.066
19035,43.2,11853,2.14,1,48599,46.6,0.011052054332236565,0.9064045208382387,0.4995359824517,1281,286.757
19039,87.6,9280,2.43,1,43327,39.6,0.04730603448275862,0.8862605314322748,0.5049568965517242,1493,290.042
19041,105.1,16537,2.27,1,50389,42.2,0.021285601983431095,0.9331946971666233,0.49180625264558264,1848,128.574
19043,28.4,17806,2.3,1,48007,45.4,0.01746602268898124,0.9186305732484077,0.4996068740873863,1941,187.607
19045,79.1,48365,2.36,1,50498,42.1,0.021937351390468315,0.9150411139787528,0.49184327509562703,6608,186.011
19047,63.5,17252,2.64,1,48084,38,0.1288546255506608,0.7749199003203987,0.5035937862276837,3367,182.999
19049,17.6,74892,2.69,0.999677211103938,76320,34.7,0.07357261122683331,0.9493797846645106,0.49011910484430915,4796,72.176
19051,58.1,8742,2.73,1,48888,38,0.0061770761839396015,0.8577865897620764,0.49130633722260353,1657,NA
19053,45.3,8249,2.38,0.9591240875912409,38560,37.4,0.017335434598133106,0.8711084671822328,0.4988483452539702,1541,NA
19055,46.5,17507,2.48,1,58274,43.1,0.01096704175472668,0.8988284518828452,0.49871479979436795,1717,196.226
19057,95.6,40208,2.36,0.9969230769230769,44423,42.1,0.014972144846796657,0.9136032041195823,0.48773875845602865,6010,271.773
19059,77.6,16967,2.14,1,57265,48.7,0.008369187245830141,0.9477346406262355,0.5003830965992809,1100,231.978
19061,61.2,95906,2.41,0.9970764508112849,54605,38.8,0.024805538756699268,0.9208651159870672,0.494244364273351,11189,162.882
19063,62.8,9917,2.23,1,47795,41.5,0.042049006756075424,0.8935724962630792,0.49279015831400624,1250,227.79
19065,64.8,20589,2.31,1,44928,43.1,0.012433823886541358,0.8949696753478416,0.5021127786682209,2550,184.502
19067,85.2,16050,2.28,1,44797,43.6,0.014579439252336448,0.8800143910775319,0.4958255451713396,1957,126
19071,71.2,7106,2.36,0.978328173374613,53324,46.4,0.009850830284266816,0.9225143308954339,0.4957782155924571,757,NA
19073,92.8,9174,2.3,0.998991935483871,46898,45.1,0.01264442991061696,0.9156269494697442,0.4884456071506431,1135,321.829
19075,31.8,12407,2.37,1,56750,42.2,0.004271782058515354,0.9483502390113093,0.49125493672926573,757,NA
19077,2.6,10740,2.34,1,51013,45.9,0.012756052141527002,0.9198692810457516,0.4951582867783985,1199,254.118
19079,65.1,15297,2.36,1,49813,42.4,0.03693534680002615,0.9099561444434077,0.48813492841733674,1712,238.79
19081,0.3,11092,2.33,1,52981,44,0.017850703209520376,0.9211766203998472,0.5026144969347277,924,NA
19083,55.9,17393,2.37,1,51019,44.7,0.03081699534295406,0.9081699346405229,0.49611912838498246,1454,238.012
19085,69.5,14467,2.37,1,53567,43.8,0.009331582221607798,0.9080539575481056,0.4956107002142808,1398,197.894
19087,68.4,20080,2.43,1,49321,40.7,0.030029880478087648,0.9179528246942341,0.5106573705179283,2695,212.411
19089,30.8,9494,2.39,1,49869,42.2,0.006846429323783442,0.8852535276787099,0.49526016431430375,1081,NA
19091,61.5,9674,2.28,1,47252,43.7,0.022327889187512922,0.9195912927587738,0.4880090965474468,1155,221.356
19093,57.5,7071,2.24,1,46993,45.1,0.008768208174232782,0.9168169973942674,0.5036062791684345,809,NA
19095,35.7,16344,2.34,0.9969992498124531,59375,42.4,0.013093489965736662,0.9279556650246306,0.49541116005873714,1391,134.878
19097,35.8,19572,2.29,0.9976359338061466,49028,44.5,0.008226037195994278,0.9065203169295631,0.49729204986715714,2343,NA
19099,70.4,36726,2.41,1,55033,42.2,0.00988400588139193,0.9233933561005899,0.5094755758862931,3342,187.97
19101,91.5,17318,2.24,1,42899,42.5,0.13771798129114216,0.942960466836525,0.5185933710590137,2311,127.142
19103,32.3,139436,2.37,1,55700,29.8,0.10089216558134198,0.9481389001089364,0.4973607963510141,23537,98.262
19105,46.6,20560,2.34,0.9994158878504673,55060,43.2,0.014688715953307393,0.9205434335117332,0.5191634241245137,1950,181.026
19107,NA,10291,2.33,1,43838,44.3,0.006899232338936935,0.9048414023372288,0.5032552715965407,1374,NA
19111,125.6,35369,2.4,1,43312,42.9,0.015748254120840285,0.9148028962188254,0.5023325511040742,5791,326.448
19113,65,216640,2.42,0.9938935959087093,59322,37.1,0.03241322008862629,0.9443878973786949,0.4931083825701625,20747,156.545
19115,27.8,11271,2.58,0.9948253557567918,51144,40.8,0.09156241682193239,0.8240511282118169,0.5102475379291989,1357,233.351
19117,107.6,8731,2.34,1,43962,45.4,0.034703928530523426,0.9077805077805078,0.5012026113847211,1126,312.247
19119,24.9,11723,2.57,1,57130,38.4,0.013818988313571612,0.9042175798186834,0.5076345645312633,843,NA
19121,84.2,15644,2.48,1,60060,40.5,0.01578880081820506,0.9402646502835539,0.49833802096650476,1164,233.468
19123,67.9,22396,2.41,0.994026284348865,48726,39.8,0.019512412930880515,0.9145852811540003,0.5001786033220218,3206,211.893
19125,61.2,33248,2.43,1,54693,39.2,0.02604667949951877,0.919949997685078,0.497082531280077,3124,153.665
19127,77.4,40962,2.6,1,53351,38.9,0.12265026121771398,0.8349535933086321,0.506078804745862,4429,220.778
19129,40.5,14862,2.63,0.9922978177150192,63979,41.9,0.007401426456735298,0.9306959850790223,0.5051137128246534,1300,173.657
19131,26.8,10762,2.41,0.994750656167979,49488,43.7,0.00613268909124698,0.9087436911744646,0.4960973796692065,1005,204.404
19133,91.4,9088,2.19,1,40302,47,0.009463028169014084,0.9154101326899879,0.49713908450704225,1233,337.154
19135,94.3,8002,2.37,1,46304,43.2,0.022869282679330166,0.89029144236124,0.5173706573356661,944,NA
19137,83.7,10465,2.22,1,42418,45.1,0.015671285236502627,0.8835950189496481,0.4811275680840898,1717,303.178
19139,58.6,42913,2.59,1,53676,38.2,0.062451937641274206,0.8619729234240586,0.4989630181996132,5219,165.347
19141,57.9,14092,2.28,1,55227,44,0.02724950326426341,0.9212053344192201,0.500141924496168,1013,199.715
19143,34.9,6211,2.28,1,49448,44.5,0.042022218644340685,0.8579259936043856,0.5020125583641926,521,NA
19145,112.4,15660,2.34,1,43912,43.5,0.021008939974457217,0.8826176973624988,0.51545338441890165,2262,311.871
19147,38,9208,2.23,1,47113,42.9,0.023892267593397045,0.9275476452984722,0.5015204170286707,948,254.228
19149,45.4,24853,2.45,1,57130,41.8,0.02514786947249829,0.9210448380027246,0.49366273689293044,1907,186.508
19151,63.2,7127,2.18,1,45069,47.3,0.02497544548898555,0.9271431399722827,0.4978251718815771,987,392.1
19153,82.2,452369,2.5,0.9980784012298232,60061,35,0.08674776565149248,0.9181516818954347,0.4918042571440572,57143,148.087
19155,90.6,93213,2.48,0.9959270120560443,51976,39.2,0.035316962226298904,0.8919139276122267,0.4929248066256853,11779,222.265
19157,54.3,18705,2.31,1,51006,40.9,0.03170275327452553,0.9289013526888815,0.4804597701149425,1767,188.852
19159,89.3,5061,2.4,1,47042,46.3,0.006915629322268326,0.8979649519502544,0.48883619837976683,514,513.023
19161,18.4,10101,2.25,0.9973544973544973,49572,46.1,0.008712008712008713,0.9189792218658486,0.49173349173349173,805,283.516
19163,73.3,169994,2.46,0.9984834698210494,55114,37.6,0.036724825582079366,0.9258886271487744,0.4908232055249009,20229,141.471
19165,60.6,11992,2.32,1,50952,46.6,0.02084723148765844,0.9173446527532131,0.4908272181454303,1307,169.492
19167,32,34509,2.73,0.9915966386554622,61627,33.3,0.06172302877510215,0.8919855525185475,0.5043322031933698,2663,65.906
19169,41.6,93586,2.35,1,50438,25.9,0.08870984976385357,0.9588141125595127,0.5187848609834804,19109,73.128
19171,31,17479,2.51,0.982573726541555,55203,43,0.031237484981978373,0.9086502298370247,0.4941358201270096,1919,161.672
19173,20.6,6213,2.23,1,44246,43.7,0.03396104941252213,0.9131128848346636,0.5047481088041204,860,NA
19175,126.2,12575,2.3,1,44351,40.6,0.01709741550695825,0.9268493472891921,0.4783300198807157,1676,289.855
19177,1.4,7432,2.49,0.9984732824427481,45111,43.9,0.009822389666307859,0.89021113243762,0.5111679224973089,1095,330.078
19179,120.7,35315,2.38,1,42095,39.8,0.07781396007362311,0.8618910936395024,0.4930765963471613,6399,311.589
19181,40.5,47542,2.54,1,64447,38.4,0.011989398847334989,0.955233536033122,0.4906398552858525,3124,122.759
19183,45.6,22017,2.43,0.9928492849284929,56390,41.5,0.027887541445246855,0.9031785166922103,0.49266475904982515,2013,139.132
19185,15.8,6384,2.41,1,43358,44.5,0.005795739348370927,0.8956244302643573,0.4843358395989975,834,NA
19187,90.4,37295,2.27,1,42408,39.7,0.02466818608392546,0.9022711904856608,0.5146266255530232,5210,144.143
19189,54.5,10614,2.2,1,47668,43.2,0.021763708309779535,0.922192151556157,0.49199170906350104,995,NA
19191,47.2,20884,2.24,1,54429,40.6,0.02097299367937177,0.9405349642620293,0.4973185213560621,1507,106.999
19193,72.7,102530,2.58,0.9915296462381664,46720,35.4,0.08927143275138984,0.8556199019954224,0.49203160050716865,14557,220.862
19195,0.8,7563,2.35,0.9888,48459,44.8,0.007404469126008198,0.925531914893617,0.4929260875314029,887,264.131
19197,64.7,12936,2.31,0.997808619430241,43698,44.6,0.05001546072974644,0.8988901220865705,0.49829931972789115,1412,164.332
16001,72,417501,2.61,0.9961495592258588,56356,35.8,0.06364056613038052,0.9419726810210359,0.5003077836939313,50551,131.298
16003,NA,3880,2.39,1,39565,51.3,0.015721649484536082,0.8847750865051903,0.5280927835051547,495,NA
16005,101.6,83604,2.67,1,43779,32.7,0.036924070618630685,0.9162352213893826,0.4983732835749486,15288,189.625
16009,90,9088,2.45,0.9937007874015747,39863,45.4,0.012764084507042254,0.8599185208398621,0.5040713028169014,1490,582.93
16011,66.8,45407,3.07,0.9979330301777594,50155,32.9,0.07051776157861123,0.8515012572104719,0.5002532649151012,6093,141.59
16013,46,21309,2.35,0.9848341232227488,60088,43,0.13928387066497724,0.9029482390608324,0.5085175278051528,2218,NA
16015,NA,6885,2.29,1,44238,52,0.023674655047204066,0.9410182516810759,0.5266521423384168,991,NA
16017,65,41066,2.36,0.9919571045576407,42171,47.2,0.01957823990649199,0.9123320473593188,0.5007305313397945,6145,244.499
16019,92.3,107788,2.9,0.9973953488372093,50762,32.4,0.05302074442424017,0.9109485910948592,0.49545403941069505,14025,130.979
16021,99.8,10961,2.55,1,38961,43.7,0.023994161116686435,0.8850679916317992,0.5105373597299516,1647,214.023
16027,76.3,198921,2.98,0.9984737817507904,42888,32.8,0.08411379391818863,0.8320879010778903,0.49571940619642973,37945,154.465
16031,102.8,23369,2.96,1,45695,31.7,0.11254225683597929,0.7992673992673993,0.5077666994736617,3645,NA
16035,64.5,8560,2.05,0.9962453066332916,38837,50.2,0.01974299065420561,0.863956802159892,0.5532710280373832,985,458.986
16039,69.2,26175,2.6,1,43848,30.8,0.10376313276026743,0.8563578274760384,0.5161031518624641,4046,230.61
16043,43.3,12945,2.75,1,47988,36.3,0.04418694476631904,0.8916177908113392,0.5157976052529935,1266,NA
16045,108.8,16731,2.63,0.9858657243816255,40828,44.7,0.035921343613651305,0.8688580142324636,0.5014643476181938,2980,273.51
16047,60,15233,2.84,0.985781990521327,39930,36.3,0.15184139696711088,0.7582601421999163,0.5182826757697105,2911,138.294
16049,56.4,16312,2.38,1,38191,48.9,0.012690044139283962,0.8936152361775317,0.5254413928396273,2528,173.31
16051,37.5,26792,3.3,1,51171,31.1,0.0452000597193192,0.8790963420240363,0.5054120633024783,3492,107.762
16053,70.9,22653,2.95,0.9981834695731153,41630,32.1,0.16876351918068247,0.7228656273199703,0.5059815476978766,3676,NA
16055,95,145046,2.54,0.9969465648854962,49403,39.4,0.02151731174937606,0.9215446657704999,0.4944500365401321,18634,261.809
16057,61.2,38339,2.33,0.9982588508415554,42439,28.5,0.049636140744411694,0.9554235464708358,0.5132110905344427,7597,125.013
16059,99.1,7790,2.03,1,34329,51.2,0.016944801026957636,0.9140218303946264,0.5048780487804878,1430,NA
16067,30.3,20279,2.83,0.9937646141855028,44853,35.5,0.13092361556289758,0.7674730123709715,0.5071255979091671,3501,130.966
16069,127.8,39779,2.4,1,48160,41.6,0.014304029764448578,0.9134465084154276,0.49516076321677266,4581,222.943
16073,12.1,11364,2.85,1,33440,37.5,0.10568461809222104,0.7460643394934976,0.5159274903203097,3091,184.388
16075,47.9,22700,2.77,1,44257,38.5,0.05599118942731277,0.8621226478949506,0.5047577092511013,4152,273.604
16077,71.6,7731,2.99,1,44779,34.2,0.10580778683223387,0.7814767392232181,0.5057560470831717,1034,NA
16079,106.5,12571,2.16,1,37665,47.1,0.01925065627237292,0.8621965821269185,0.5030626044069684,2108,449.727
16083,99.9,80004,2.71,0.9978187586753916,44048,34.5,0.0803834808259587,0.8545022758757174,0.4945752712364382,12418,179.611
16085,95.9,9720,2.99,1,48384,49.4,0.004526748971193415,0.9346450192625206,0.5204732510288066,1434,NA
16087,113.5,10025,2.59,1,34775,44.9,0.057256857855361595,0.8275071633237823,0.506932668329177,1798,245.773
17001,133.7,67081,2.44,0.9968009032743695,45965,40.6,0.013878743608473338,0.9128444348014754,0.4871125952207033,9433,159.212
17003,4.4,7364,2.65,1,27265,39.7,0.008283541553503531,0.7766107856998586,0.49348180336773495,2424,NA
17005,55.5,17313,2.57,1,47946,40.1,0.024143707040951885,0.8692744901370779,0.5073644082481372,2593,213.98
17007,50.6,53851,2.95,1,58248,38.2,0.11370262390670553,0.8672050764349581,0.4991922155577427,5841,153.262
17009,2.7,6859,2.43,0.9826086956521739,50739,37.7,0.028138212567429655,0.8580747183237794,0.6381396705059047,565,NA
17011,31,34115,2.4,1,50423,43.4,0.03787190385460941,0.9002752752752753,0.4903414920123113,4191,110.915
17015,36.2,14926,2.22,1,48631,47.5,0.03416856492027335,0.9045308924485126,0.49973201125552724,1843,247.61
17017,24.6,13254,2.51,1,47434,39.2,0.10879734419797797,0.8552675866711545,0.5109400935566621,1688,NA
17019,65.9,205766,2.38,0.9923183612504001,46495,29.3,0.11779885889797148,0.9430299118441391,0.4988870853299379,43284,39.824
17021,86.8,34200,2.31,1,45334,42,0.010116959064327486,0.8815521045838711,0.5110526315789473,4714,267.195
17023,26.6,16159,2.4,1,50517,43.4,0.013490933844916146,0.9017912841992692,0.48443591806423664,2360,238.424
17025,76,13582,2.39,1,44209,42.8,0.010455013989103226,0.8798846893017297,0.49249006037402443,1839,NA
17027,34.2,37929,2.59,1,63236,40.1,0.01642542645469166,0.895747960449641,0.513406628173693,3193,135.175
17029,99.8,53037,2.31,1,39588,33.3,0.021249316514885836,0.9029366306027821,0.4817391632256726,10951,145.196
17031,41.3,5236393,2.65,0.988326422198518,55251,35.9,0.21167987200349553,0.8529042494032674,0.4845405988435169,879499,78.985
17033,32,19541,2.37,0.9986885245901639,47468,42.4,0.013868276956143493,0.889646754738656,0.5157361445166573,2310,150.197
17035,0.6,10943,2.51,1,46061,41.6,0.012976331901672302,0.8822986687755371,0.5034268482134698,1700,NA
17037,57.7,104345,2.65,0.9987004548408057,54101,30.3,0.06688389477215008,0.9217576820031091,0.4936987876754995,18336,101.408
17039,85.3,16388,2.36,1,53959,42.8,0.014217720283134,0.9240833189877776,0.5034781547473761,2073,172.563
17041,32.4,19826,2.58,0.9654255319148937,51810,38.3,0.03929183899929386,0.8394780761644667,0.49041662463431857,2019,NA
17043,46.7,930412,2.72,0.9902854177477945,79658,38.8,0.18721813562163858,0.9237635501894875,0.49039995184928825,67941,72.522
17045,105.5,17992,2.29,1,45691,43.4,0.0076700755891507336,0.8746775076225471,0.4886060471320587,2999,222.02
17049,71.2,34332,2.54,0.9991670137442732,52224,38.9,0.012612140277292322,0.911970613656007,0.49965047186298495,3557,110.51
17051,61.5,22136,2.63,1,43944,40.1,0.008673653776653415,0.8268123527872284,0.5250271051680521,3644,201.937
17053,3.7,13835,2.39,1,49947,42.7,0.010191543187567762,0.890532850491464,0.49541019154318755,1790,147.33
17055,138.5,39694,2.41,0.9967352269017303,39512,42.1,0.009346500730589007,0.8756094918192654,0.4927193026653902,7191,250.281
17057,69.1,36323,2.37,0.9949647532729103,46083,42.2,0.022437573988932633,0.8766560423946853,0.5187897475428792,4838,230.752
17059,0.1,5385,2.23,1,39636,45.1,0.004828226555246054,0.8602620087336245,0.47725162488393685,837,NA
17061,2.5,13502,2.43,1,42565,42.6,0.005480669530439935,0.8565858798735511,0.5034069026810842,2231,267.318
17063,91.6,50277,2.7,1,65887,37.2,0.03731328440439963,0.9249204665959703,0.4988961155200191,4531,198.267
17065,2.7,8322,2.36,1,44159,43.2,2.403268445085316e-4,0.8774392331393358,0.49110790675318433,1211,NA
17067,25.9,18738,2.35,1,47699,46.2,0.013822179528231402,0.9185597624350408,0.4935959013768812,2159,135.077
17069,239.5,4228,2.49,1,38838,46.6,0.006859035004730369,0.8343698854337153,0.5165562913907285,864,NA
17071,0.3,7042,2.26,1,47672,49.1,0.009940357852882704,0.8795620437956204,0.4867935245668844,692,NA
17073,61.5,49883,2.44,1,53480,42.2,0.021710803279674437,0.8968187222689441,0.4962011105988012,5256,166.396
17075,57.6,29053,2.42,0.9991896272285251,47834,44.1,0.03159742539496782,0.8869856270919473,0.48848655904725846,4735,197.642
17077,104.5,59534,2.36,0.9923857868020305,33871,30.1,0.06288843350018476,0.9170470104974897,0.5019484664225484,16853,132.495
17079,42.3,9635,2.53,0.9743260590500642,54209,42.9,0.014945511157239232,0.8958333333333334,0.4987026466009341,881,NA
17081,113.7,38578,2.39,0.9968017057569296,43247,40.7,0.016512001658976618,0.860456429985433,0.5136865571050858,6179,135.205
17083,117.9,22625,2.45,0.9973890339425587,53271,42.3,0.012154696132596685,0.9094130532826493,0.4887513812154696,1590,254.257
17085,38.2,22397,2.33,0.992022524636321,53221,48.2,0.02897709514667143,0.9227865059067105,0.5024780104478278,2032,156.178
17087,29.8,12829,2.48,1,42287,43.2,0.012939434094629356,0.8410014979670447,0.5664510094317562,1589,NA
17089,41.5,524886,3.01,0.989759456161757,70696,35.9,0.18624615630822694,0.8265018375811511,0.49761090979755607,59033,60.559
17091,81.8,112221,2.61,0.997542242703533,52110,37.3,0.04987480061664038,0.8765481094248218,0.4915657497259871,17365,127.263
17093,52.1,120036,3.11,1,84385,33.8,0.08960645139791396,0.9365968111768783,0.49678429804392016,6616,59.345
17095,106.9,52112,2.25,0.9971804511278195,39976,42.1,0.02552195271722444,0.8721080575499986,0.5019765121277249,9013,221.838
17097,52.2,702898,2.83,0.9872025351168531,78026,37.6,0.18478925818539815,0.8938543653656356,0.49887465891210386,65728,80.507
17099,84.6,112579,2.48,1,50633,41.6,0.03410938096803134,0.8824026855956744,0.5014079002300607,14386,205.166
17101,86.8,16665,2.22,0.995249406175772,40841,40.7,0.028982898289828984,0.7711361975148218,0.5998799879987999,1509,225.927
17103,63.2,35027,2.37,1,52379,42.2,0.026864989864961317,0.879655241531369,0.5288491734947326,3555,195.615
17105,71.3,37689,2.32,1,54254,41.3,0.016238159675236806,0.8754330471456545,0.5041789381517153,3897,216.284
17107,80.1,29956,2.17,1,50539,39.7,0.01632394178127921,0.8605967571716396,0.5072105755107491,3303,189.657
17109,81.1,32009,2.29,0.9990485252140818,40314,30.7,0.03892655190727608,0.9231272489368663,0.48904995470024054,6394,164.537
17111,63,307357,2.79,0.9962267056830433,77222,39.3,0.09705651733977101,0.9239020112139218,0.49808528844308086,24037,99.999
17113,57.3,173114,2.53,0.9978570528173453,62211,32.7,0.06432177640167751,0.9501024698603908,0.4868352646233118,23795,130.497
17115,98.2,109193,2.35,1,47176,40.6,0.022006905204546078,0.8904553273841522,0.4792981235060856,19411,129.517
17117,39.2,46844,2.42,0.9966768208252562,51206,42.6,0.006532320040987106,0.8983267806528299,0.49470583212364444,5729,217.827
17119,106.1,267356,2.45,0.999372217783358,53431,39.5,0.022830981911758107,0.9196134801001279,0.4890146471371505,34818,187.764
17121,127.8,38665,2.4,1,42238,41.7,0.010526315789473684,0.8763076691502972,0.48956420535367906,6965,115.364
17123,55.7,12173,2.38,1,53423,45.9,0.019222870286700073,0.9162171467921496,0.4932227059886634,1201,268.029
17125,60.6,14126,2.27,1,41567,44.7,0.008919722497522299,0.8727978501045088,0.4951153900608806,2095,259.125
17127,149.3,15016,2.45,0.9896331738437002,40977,43.7,0.01005594033031433,0.8214757501415362,0.48241875332978157,2705,231.955
17129,13.4,12611,2.42,1,60486,42.5,0.005867893109190389,0.9235567653396847,0.4883038617080327,1404,NA
17131,34.9,16107,2.4,0.993161094224924,54757,44.3,0.008753957906500279,0.9170255779203657,0.4963059539330726,1498,241.577
17133,71.9,33539,2.62,1,70859,42.1,0.014699305286383017,0.9396079438452319,0.4905334088672888,1667,85.124
17135,122.5,29348,2.17,1,46966,42.2,0.011959929126345917,0.8554534137699895,0.5207169142701377,3503,231.418
17137,127.4,35129,2.29,1,45978,41,0.019471092259956163,0.9056376619063434,0.5055936690483646,4580,140.036
17139,39.1,14927,2.51,0.9974489795918368,49681,41,0.011790714812085483,0.8435107009621049,0.48911368660815974,1929,148.378
17141,24,52397,2.5,0.9900194067091767,54849,41.5,0.056587209191365916,0.8827035005151912,0.4981773765673607,5477,134.574
