fips,perc_male
39001,0.49442063126571967
39003,0.5036027985854975
39005,0.489198894508263
39007,0.5017388776972649
39009,0.49992304614153354
39011,0.49582543108146404
39013,0.5100488786659
39015,0.49445160123850207
39017,0.4898023825757372
39019,0.49973555234300626
39021,0.4988957428984845
39023,0.4839468818288788
39025,0.4937114611678358
39027,0.4944619497756135
39029,0.5016275580967477
39031,0.49806665940529354
39033,0.48702165008777065
39035,0.4756722865699432
39037,0.49075559630223853
39039,0.49690966924409735
39041,0.49485258826638195
39043,0.4889875362813727
39045,0.4971296743387521
39047,0.4932392505822239
39049,0.4871664743317149
39051,0.4935624338001648
39053,0.48748568624243416
39055,0.49173360035792657
39057,0.49082781134281817
39059,0.49147024680765156
39061,0.4806812783979985
39063,0.48973855862544413
39065,0.4975107133854298
39067,0.49280368451352907
39069,0.4931286810637159
39071,0.4935835070650915
39073,0.5022134606073183
39075,0.5006446265770329
39077,0.49351001917301524
39079,0.48949899555609666
39081,0.48456350197640075
39083,0.4896236312372959
39085,0.4883475638192619
39087,0.4884920827470199
39089,0.48942161204080786
39091,0.49252484390115203
39093,0.4925021111521613
39095,0.4850009512654122
39097,0.5488540132547864
39099,0.4862076316350458
39101,0.5310950366225377
39103,0.492990373560753
39105,0.4923103139777617
39107,0.5022391894868218
39109,0.4917259966961948
39111,0.5001718567402214
39113,0.4808875849393832
39115,0.49761952658754105
39117,0.5004857698022631
39119,0.4859095982142857
39121,0.5761648745519713
39123,0.49638015645498273
39125,0.49726063135924864
39127,0.5006245662734212
39129,0.5284614704060869
39131,0.5003169460487392
39133,0.48862548410409085
39135,0.4952497480927019
39137,0.5005265621343319
39139,0.5064425403885147
39141,0.5253446090981975
39143,0.49374449631980327
39145,0.49546893625748234
39147,0.49963346385596025
39149,0.5011514867426172
39151,0.48510716600129605
39153,0.4843931958652535
39155,0.4873118091998469
39157,0.4931659061242543
39159,0.47733308397232094
39161,0.48936170212765956
39163,0.5019646365422397
39165,0.5018961785408974
39167,0.4908151456373979
39169,0.4951504277504746
39171,0.4976194297330552
39173,0.49136051518795826
39175,0.4928561890773134
1007,0.534109007255353
1009,0.49405648934326807
1011,0.5300618093275894
1013,0.46683698535914314
1015,0.4824257595500994
1017,0.47706798908418674
1019,0.4988849584743156
1021,0.49337045573837834
1023,0.47644643523702873
1025,0.4720382927802154
1027,0.4927975179138657
1029,0.48886815091321156
1031,0.4947331184655294
1033,0.483120270369554
1035,0.480062184220754
1037,0.5059399655391312
1039,0.4840574354642876
1041,0.49239489166307937
1043,0.49504106712777124
1045,0.4954879075923475
1047,0.4614034255349433
1049,0.4991557381662633
1051,0.4873766452459666
1053,0.514669829972321
1055,0.4838482740011179
1057,0.5017163825757576
1059,0.4840045520642347
1061,0.49129218720865186
1063,0.47085201793721976
1065,0.4708311484006293
1067,0.47872710410387204
1069,0.4787123070682095
1071,0.49330306469920543
1073,0.4727901478849089
1075,0.48340762753838534
1077,0.4789781856217044
1079,0.4889239564104091
1081,0.49195930640738633
1083,0.5025167501829851
1085,0.4770992366412214
1087,0.45788790088919973
1089,0.4890398859247542
1091,0.46547818378804295
1093,0.493763780564057
1095,0.49204817744226975
1097,0.4784925081653394
1099,0.47886753387045955
1101,0.4746951406604774
1103,0.49099226954735947
1105,0.46333931061964534
1107,0.4863517324738114
1109,0.4770924445784949
1111,0.4896679618509361
1113,0.4862097355150767
1115,0.5024340818037827
1117,0.4870731587480961
1119,0.44262049321640057
1121,0.48496383707651314
1123,0.4761013777853376
1125,0.48279938939827793
1127,0.48561200188098236
1129,0.4994999117491322
1131,0.4785046728971963
1133,0.492167426440116
1001,0.4843266148747759
1003,0.48848663137232795
1005,0.5382815980989157
2013,0.6652542372881356
2016,0.5969387755102041
2020,0.5119305131608421
2050,0.5260463546354636
2060,0.5701030927835051
2068,0.5466019417475728
2070,0.5199839325165696
2090,0.5363522391053608
2100,0.541796875
2105,0.5305451127819549
2110,0.5116657957025607
2122,0.5238286643015676
2130,0.5137601284765312
2150,0.5344593143920418
2158,0.530705079605762
2164,0.49592944369063774
2170,0.5220008733806067
2180,0.5350111629795007
2185,0.6384607427330092
2188,0.5386704604242111
2195,0.5302701024526545
2198,0.5439146800501882
2220,0.5125796712512579
2230,0.5275275275275275
2240,0.5561246265471618
2261,0.5341582614120828
2275,0.5140343527440302
2282,0.5707620528771384
2290,0.5382707299787385
4001,0.4944678609062171
4003,0.5098459663547942
4005,0.49416609973592
4007,0.49724442772500704
4009,0.53596920362499
4011,0.5262107946359303
4012,0.5103516105237276
4013,0.49429749015901125
4015,0.503392964270611
4017,0.5014490599687895
4019,0.4918275436964279
4021,0.5195396282955164
4023,0.4793830858453891
4025,0.48932850608344597
4027,0.5112593417312439
5001,0.47707009769900166
5003,0.4797682415563616
5005,0.482724171539961
5007,0.4944667881342413
5009,0.4872270126521073
5011,0.4938425843298233
5013,0.5132507149666349
5015,0.4897774561244798
5017,0.49123579670571654
5019,0.4740890510307239
5021,0.49272727272727274
5023,0.4994749329080938
5025,0.49753231492361927
5027,0.47556213260985736
5029,0.49009947891994315
5031,0.4867615300417123
5033,0.49020211180928935
5035,0.47185773133728526
5037,0.47999083986946817
5039,0.492755465175394
5041,0.4637692866952096
5043,0.49172892209178226
5045,0.49008320555038837
5047,0.492387775663271
5049,0.49533704188481675
5051,0.48395115209274503
5053,0.49158081311620694
5055,0.4950670785118252
5057,0.482942335243553
5059,0.512936727098091
5061,0.4866101069715972
5063,0.488850400519593
5065,0.5190652818991098
5067,0.4965050860942206
5069,0.49171969326154347
5071,0.49494793675279597
5073,0.4861072902338377
5075,0.4875800105702038
5077,0.5579971904475216
5079,0.6112928459678566
5081,0.5018867924528302
5083,0.5009772283078042
5085,0.49272184577951933
5087,0.5008916061648198
5089,0.4965366387167335
5091,0.49344818106845045
5093,0.48624732524964337
5095,0.4721898094126799
5097,0.4944003479395455
5099,0.4966450585693165
5101,0.5011177347242921
5103,0.47077144226161954
5105,0.4983495145631068
5107,0.46731401108332105
5109,0.48886082799675296
5111,0.48818669971086326
5113,0.4875761147122373
5115,0.4947159000477479
5117,0.49238276600809333
5119,0.4796664472690114
5121,0.4904210228878214
5123,0.5484000731395137
5125,0.4912459480115608
5127,0.5112235510579577
5129,0.5001883239171375
5131,0.4899310930048007
